
( 0.000000 ) 	 [9]

( 39.056961 ) 	 [12281]

( 39.056961 ) 	 [12297]

( 39.056976 ) 	 [12313]

( 39.057613 ) 	 [12329]

( 39.057629 ) 	 [12345]

( 39.057613 ) 	 [12361]

( 39.057613 ) 	 [12377]

( 39.057613 ) 	 [12393]

( 39.057617 ) 	 [12409]

( 39.057613 ) 	 [12425]

( 39.057617 ) 	 [12441]

( 39.057617 ) 	 [12457]

( 39.057613 ) 	 [12473]

( 39.057613 ) 	 [12489]

( 39.057636 ) 	 [12505]

( 39.058266 ) 	 [12521]

( 39.058281 ) 	 [12537]

( 39.058289 ) 	 [12553]

( 39.058270 ) 	 [12569]

( 39.058270 ) 	 [12585]

( 39.058270 ) 	 [12601]

( 39.058270 ) 	 [12617]

( 39.058270 ) 	 [12633]

( 39.058270 ) 	 [12649]

( 39.058617 ) 	 [12665]

( 39.058662 ) 	 [12681]

( 39.058922 ) 	 [12697]

( 39.058941 ) 	 [12713]

( 39.058926 ) 	 [12729]

( 39.058926 ) 	 [12745]

( 39.058926 ) 	 [12761]

( 39.058929 ) 	 [12777]

( 39.058929 ) 	 [12793]

( 39.058926 ) 	 [12809]

( 39.058926 ) 	 [12825]

( 39.058926 ) 	 [12841]

( 39.058929 ) 	 [12857]

( 39.058945 ) 	 [12873]

( 39.059578 ) 	 [12889]

( 39.059589 ) 	 [12905]

( 39.059578 ) 	 [12921]

( 39.059578 ) 	 [12937]

( 39.059578 ) 	 [12953]

( 39.059578 ) 	 [12969]

( 39.059578 ) 	 [12985]

